Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
11.17,77.09,2013-02-26 07:30:43,Windy,32,Bus,Yes
10.91,76.85,2013-02-26 07:30:43,Stormy,26,Bus,No
11.06,77.06,2008-08-31 00:57:18,Stormy,24,Car,Yes
10.95,77.12,2021-04-02 11:11:45,Foggy,62,Car,No
10.86,77.15,2012-02-10 08:10:38,Windy,51,Car,No
10.86,76.84,2019-05-21 22:22:25,Foggy,35,Bus,Yes
11.11,76.92,1997-08-22 07:39:07,Foggy,70,Truck,No
10.82,76.91,2014-11-13 02:25:22,Foggy,35,Bike,Yes
11.06,77.07,2021-03-27 05:30:51,Foggy,25,Truck,No
10.93,76.82,2015-07-19 18:11:53,Foggy,75,Bike,Yes
11.06,76.98,2000-12-10 01:00:09,Windy,76,Truck,Yes
11.05,77.15,2018-05-06 20:14:14,Stormy,30,Bike,No
10.83,76.83,2022-03-06 18:41:59,Stormy,74,Car,Yes
11.16,77.12,2008-06-27 07:50:15,Stormy,28,Bus,No
11.08,77.14,2001-09-25 04:36:56,Clear,28,Bus,No
11.1,77.17,2007-10-04 08:53:45,Rainy,60,Bus,No
10.88,76.82,1994-07-31 22:17:15,Rainy,78,Truck,No
11.0,76.94,1998-06-29 01:20:25,Rainy,58,Truck,Yes
10.9,77.03,2022-01-25 04:12:27,Foggy,42,Car,No
11.19,76.96,2004-08-02 13:16:47,Foggy,23,Car,No
10.84,76.85,2010-02-17 04:14:59,Stormy,19,Auto-rickshaw,No
11.18,76.88,2003-04-07 19:46:56,Rainy,38,Bus,Yes
11.17,77.16,2012-04-11 13:15:11,Stormy,65,Auto-rickshaw,Yes
11.12,76.92,2011-02-26 03:20:48,Foggy,72,Car,Yes
10.86,76.96,2007-01-21 08:44:31,Rainy,68,Truck,No
11.07,77.06,1991-05-12 13:28:03,Windy,76,Truck,Yes
11.12,76.82,2006-08-12 07:07:10,Rainy,18,Bus,No
10.88,77.19,2000-02-01 16:28:02,Rainy,62,Truck,Yes
11.19,76.91,2022-01-25 04:12:27,Windy,31,Car,Yes
10.83,76.9,1996-04-09 04:08:08,Foggy,65,Car,Yes
11.05,77.01,2019-05-21 22:22:25,Stormy,62,Auto-rickshaw,Yes
10.92,77.15,2015-01-21 04:45:26,Rainy,20,Truck,Yes
11.18,77.06,2011-11-23 10:25:30,Foggy,45,Car,Yes
10.86,76.87,2002-10-03 08:49:05,Rainy,59,Car,No
10.94,76.81,1992-02-16 06:27:46,Clear,43,Bike,Yes
10.81,76.87,2010-10-30 03:46:50,Stormy,78,Bike,Yes
10.98,77.11,2011-04-07 01:42:42,Rainy,47,Bus,Yes
11.06,77.14,2006-05-24 05:25:34,Clear,41,Bike,No
11.16,77.16,2016-07-02 04:53:12,Clear,58,Truck,Yes
11.17,77.05,2001-05-08 09:39:04,Rainy,64,Car,Yes
10.96,76.97,2008-10-23 13:47:27,Rainy,65,Bike,No
11.05,77.01,1991-04-22 20:31:12,Foggy,77,Truck,No
11.16,76.96,2007-01-03 12:45:58,Foggy,79,Auto-rickshaw,Yes
10.98,76.97,2005-10-03 11:43:47,Rainy,68,Truck,No
11.12,77.17,2018-05-07 23:57:04,Rainy,71,Bus,Yes
10.86,76.93,2021-08-28 03:16:52,Windy,43,Bus,No
11.14,77.08,1992-08-04 12:28:46,Rainy,42,Bike,Yes
11.06,77.0,2003-01-05 18:31:21,Rainy,72,Bike,No
10.91,76.92,2020-06-08 08:20:40,Foggy,23,Truck,Yes
11.02,77.05,2009-05-03 07:43:18,Foggy,50,Bus,Yes
11.02,76.92,2009-09-21 00:04:51,Foggy,40,Bus,Yes
10.91,76.95,2018-10-11 11:30:00,Rainy,42,Car,Yes
11.01,76.84,1992-05-08 06:40:33,Stormy,76,Bus,No
11.13,77.11,2021-06-07 12:09:39,Windy,29,Truck,No
10.83,76.95,1994-01-11 22:50:26,Windy,26,Car,No
10.94,76.87,1993-09-04 18:13:16,Foggy,46,Bike,No
10.99,76.91,2005-10-03 11:43:47,Foggy,62,Bike,Yes
11.09,77.02,1994-05-26 07:54:17,Stormy,59,Bus,Yes
11.0,76.98,2007-11-28 21:15:57,Windy,47,Auto-rickshaw,Yes
11.16,77.18,2002-03-07 21:18:50,Foggy,21,Auto-rickshaw,No
10.8,76.86,1994-02-01 03:47:08,Windy,59,Bus,Yes
11.03,77.19,2024-01-14 21:57:06,Rainy,76,Bus,No
10.98,77.04,2008-08-31 00:57:18,Stormy,53,Truck,Yes
11.09,77.17,1991-05-19 12:19:20,Stormy,23,Car,Yes
11.1,76.96,2005-02-12 07:59:26,Windy,36,Bus,Yes
11.02,76.91,1999-05-09 02:40:35,Clear,26,Car,No
10.82,76.81,2023-11-07 16:45:37,Clear,60,Bus,No
11.19,76.86,2024-10-15 23:16:18,Foggy,75,Auto-rickshaw,Yes
11.0,77.12,2023-07-18 11:56:34,Rainy,77,Auto-rickshaw,Yes
10.82,76.87,2024-11-13 09:34:00,Foggy,22,Bike,No
11.18,76.94,2012-01-01 14:05:21,Clear,43,Car,Yes
10.87,76.98,1996-05-21 21:22:26,Foggy,21,Auto-rickshaw,Yes
11.02,76.8,2018-05-06 20:14:14,Foggy,18,Car,Yes
10.84,76.81,1992-07-15 17:40:01,Stormy,36,Car,Yes
11.14,77.2,2020-02-11 20:32:56,Foggy,59,Bus,No
11.01,77.14,2013-11-22 00:05:34,Windy,76,Bike,Yes
11.13,77.06,1994-04-03 22:36:47,Rainy,47,Bus,No
10.91,76.92,2012-02-10 08:10:38,Stormy,74,Bus,Yes
10.99,77.04,2010-11-06 04:56:17,Rainy,64,Bike,Yes
10.81,76.98,2012-02-10 08:10:38,Foggy,77,Truck,Yes
11.11,77.05,2018-05-06 20:14:14,Windy,49,Car,No
10.82,76.87,2021-02-06 17:45:05,Rainy,35,Auto-rickshaw,No
10.86,77.18,2000-10-07 00:53:41,Stormy,70,Bike,No
10.95,77.19,2004-10-02 18:24:48,Windy,75,Bus,No
10.84,77.13,2010-09-28 04:55:30,Stormy,42,Truck,Yes
11.05,76.83,2006-11-19 00:27:42,Clear,38,Bike,No
11.1,76.96,1993-09-04 18:13:16,Rainy,39,Car,No
10.9,76.92,1993-03-07 14:09:44,Windy,63,Car,No
10.81,77.13,2007-11-08 11:51:35,Rainy,61,Bike,Yes
11.14,76.96,2023-07-18 11:56:34,Foggy,54,Bus,Yes
10.87,76.83,2013-05-31 19:01:09,Rainy,66,Auto-rickshaw,Yes
11.0,76.82,1992-05-21 13:47:55,Windy,73,Bus,Yes
10.85,76.84,1990-08-01 16:55:10,Clear,44,Auto-rickshaw,No
10.89,77.19,2001-03-02 17:27:18,Clear,67,Bus,Yes
10.96,77.15,2005-03-30 11:28:56,Stormy,70,Auto-rickshaw,No
11.02,77.08,2001-10-04 10:03:45,Foggy,27,Bus,Yes
11.06,76.82,1999-08-13 22:50:59,Rainy,30,Car,Yes
11.13,77.01,2024-11-15 02:12:52,Stormy,48,Truck,No
10.81,77.1,2000-02-05 08:38:16,Clear,64,Bike,Yes
11.03,77.15,2006-08-25 19:56:31,Foggy,73,Truck,Yes
10.83,76.9,2015-09-25 05:10:40,Foggy,68,Bike,No
10.83,77.12,2018-03-03 15:05:47,Foggy,57,Bike,No
11.08,76.87,2016-04-24 09:53:06,Windy,70,Bus,No
11.15,77.03,2003-11-20 15:18:37,Stormy,76,Car,Yes
11.02,77.19,1994-04-02 08:19:14,Windy,57,Car,No
11.0,76.94,2003-01-05 18:31:21,Rainy,38,Truck,Yes
10.97,77.12,2024-04-30 06:15:53,Rainy,66,Car,No
11.0,77.0,2013-11-18 01:28:43,Stormy,71,Bus,Yes
11.11,77.02,2005-05-03 03:12:15,Stormy,76,Auto-rickshaw,Yes
10.96,76.89,2019-07-16 13:42:32,Stormy,71,Car,No
11.03,76.87,2006-04-13 20:26:32,Stormy,77,Bus,No
11.03,76.89,2017-01-27 09:57:07,Windy,32,Bike,Yes
11.12,77.03,2005-05-03 03:12:15,Windy,19,Bike,No
10.82,76.81,2022-01-16 00:54:04,Foggy,32,Car,No
10.81,77.02,1997-07-22 22:26:19,Foggy,23,Truck,Yes
11.16,77.13,1991-12-14 12:13:40,Rainy,45,Car,No
10.85,76.93,2008-12-22 07:37:19,Stormy,70,Bike,Yes
10.95,76.89,2008-05-23 08:17:09,Foggy,65,Car,No
11.06,77.1,1994-04-03 22:36:47,Rainy,28,Bus,Yes
10.99,76.96,2000-07-18 11:42:51,Foggy,75,Auto-rickshaw,Yes
10.94,76.96,2012-03-31 19:55:17,Foggy,19,Car,No
10.89,76.86,2007-01-03 12:45:58,Windy,21,Truck,Yes
11.16,77.06,2010-04-24 12:59:58,Clear,69,Bike,No
11.03,76.91,1991-11-11 08:09:53,Foggy,64,Bus,No
10.85,77.13,2015-11-28 15:05:22,Rainy,61,Bus,No
10.95,77.1,2015-08-12 15:15:47,Clear,63,Auto-rickshaw,Yes
11.13,77.18,2013-11-08 18:48:19,Clear,46,Bike,No
10.93,77.16,2022-03-06 18:41:59,Foggy,46,Truck,No
11.08,76.95,2020-07-31 08:35:47,Rainy,74,Auto-rickshaw,Yes
10.91,77.17,2007-01-03 12:45:58,Clear,33,Bike,Yes
10.91,76.88,1994-05-25 06:15:10,Foggy,24,Truck,Yes
10.97,77.03,2012-06-12 07:24:17,Stormy,78,Bus,No
10.81,77.18,2000-07-18 11:42:51,Foggy,19,Bike,No
10.91,77.09,2004-03-23 09:08:09,Clear,34,Truck,No
11.15,76.98,2006-03-24 00:52:05,Windy,60,Bike,No
10.89,76.96,2016-07-15 00:18:58,Foggy,69,Bike,No
11.07,76.91,2020-01-16 22:51:46,Windy,27,Auto-rickshaw,No
10.96,76.81,1995-10-03 05:20:03,Windy,79,Truck,No
11.12,77.2,2024-02-05 12:14:04,Clear,67,Auto-rickshaw,Yes
10.93,76.98,1994-12-07 10:24:26,Rainy,21,Bike,Yes
11.19,76.96,2014-01-07 23:46:26,Rainy,68,Bike,No
10.86,77.2,2015-09-25 05:10:40,Rainy,38,Auto-rickshaw,Yes
10.86,76.95,2005-02-12 07:59:26,Stormy,31,Auto-rickshaw,Yes
10.98,77.04,2018-05-06 20:14:14,Foggy,59,Truck,Yes
11.15,77.2,1994-05-26 07:54:17,Clear,19,Car,Yes
10.91,76.99,1992-05-21 13:47:55,Stormy,78,Bus,Yes
10.92,77.08,2013-03-29 16:16:26,Stormy,52,Auto-rickshaw,No
10.93,76.88,1992-04-20 11:25:41,Clear,21,Car,No
11.09,76.93,1992-10-02 08:23:46,Foggy,72,Bus,No
10.96,77.05,2001-09-25 04:36:56,Stormy,61,Auto-rickshaw,No
11.13,76.96,2002-06-15 20:17:24,Stormy,40,Truck,Yes
11.05,76.99,2020-12-06 01:22:51,Rainy,54,Bus,No
11.13,76.99,2014-07-18 08:35:37,Rainy,27,Truck,No
11.06,76.91,1993-01-06 07:30:22,Windy,72,Car,Yes
10.88,76.8,2010-10-30 03:46:50,Windy,66,Auto-rickshaw,Yes
11.19,77.1,1996-10-06 22:36:57,Clear,69,Bike,No
11.16,77.19,2014-11-13 02:25:22,Stormy,64,Truck,No
11.12,77.08,2004-09-12 06:10:10,Rainy,24,Car,Yes
11.13,77.0,1995-10-03 05:20:03,Stormy,26,Auto-rickshaw,Yes
11.1,77.13,1992-03-02 17:31:06,Windy,20,Auto-rickshaw,No
11.18,77.02,2012-04-11 13:15:11,Clear,55,Car,No
10.89,76.82,2021-03-28 05:37:17,Windy,56,Bus,Yes
11.2,76.83,2018-05-07 23:57:04,Stormy,54,Car,Yes
11.03,77.04,2014-05-15 00:10:35,Windy,41,Auto-rickshaw,No
10.9,76.89,2021-04-12 12:50:43,Rainy,33,Bus,No
10.92,76.82,1997-08-22 07:39:07,Windy,74,Truck,No
10.82,77.11,2021-05-20 01:08:13,Clear,20,Bus,Yes
11.18,76.93,2023-09-24 16:58:38,Clear,37,Auto-rickshaw,No
10.93,77.19,2024-01-14 21:57:06,Stormy,23,Auto-rickshaw,Yes
11.18,76.86,1994-05-25 06:15:10,Stormy,79,Bus,Yes
11.02,77.03,1999-06-06 22:35:18,Foggy,27,Bus,Yes
10.95,76.94,1990-06-11 22:57:54,Foggy,63,Bus,Yes
10.81,77.04,1992-05-08 06:40:33,Stormy,73,Bike,No
11.03,77.1,1993-09-04 18:13:16,Stormy,53,Bus,Yes
10.95,76.88,2006-04-02 10:04:17,Stormy,24,Car,Yes
11.12,76.87,1998-03-04 18:29:59,Windy,20,Truck,No
10.81,76.93,1999-06-14 16:06:05,Rainy,42,Auto-rickshaw,No
10.81,76.87,1991-02-15 23:48:02,Windy,56,Auto-rickshaw,No
11.11,77.17,2016-05-03 02:47:33,Windy,79,Bus,No
10.95,76.92,1990-08-22 18:51:20,Rainy,79,Truck,Yes
11.11,76.81,2014-11-27 06:51:47,Clear,18,Truck,Yes
10.82,77.01,2000-04-16 15:50:04,Stormy,37,Truck,Yes
11.19,76.81,1994-05-25 06:15:10,Foggy,59,Truck,No
10.83,77.11,2022-08-23 06:52:57,Windy,44,Bike,No
10.99,77.04,1991-01-20 23:25:19,Clear,32,Car,No
11.06,76.97,1992-04-02 02:45:14,Clear,29,Car,No
10.84,77.12,2018-07-07 11:43:15,Clear,48,Bus,No
11.07,76.82,1995-12-02 02:24:02,Clear,45,Bus,No
10.97,77.05,2020-11-21 20:34:47,Rainy,73,Bike,Yes
11.1,77.0,2003-07-10 18:43:15,Clear,36,Car,Yes
11.16,76.89,1992-01-29 10:06:20,Windy,29,Car,Yes
10.8,77.06,2021-06-07 12:09:39,Windy,75,Bus,Yes
11.03,76.92,2016-05-03 02:47:33,Windy,74,Auto-rickshaw,No
11.13,76.93,1990-06-11 22:57:54,Rainy,60,Bus,No
11.14,76.82,2018-09-15 22:12:22,Windy,60,Car,Yes
11.17,76.81,2008-06-27 07:50:15,Stormy,20,Bus,Yes
11.11,76.99,2018-10-11 11:30:00,Stormy,74,Car,No
10.87,76.99,2024-04-30 06:15:53,Windy,53,Truck,No
10.83,76.94,1999-07-14 14:50:02,Clear,62,Car,Yes
11.02,76.82,1993-07-29 00:41:37,Clear,72,Auto-rickshaw,Yes
11.04,76.88,2005-07-09 04:23:28,Windy,58,Auto-rickshaw,Yes
10.95,77.19,2010-12-05 06:49:22,Foggy,79,Truck,Yes
10.95,76.94,2000-12-10 01:00:09,Foggy,24,Bike,Yes
10.95,77.09,2018-03-09 08:39:46,Stormy,24,Bus,No
11.07,76.93,1994-03-04 09:14:53,Rainy,65,Truck,No
11.0,76.83,2004-11-22 18:51:36,Stormy,40,Truck,No
11.07,76.93,2021-02-17 00:42:12,Stormy,64,Bike,Yes
11.08,76.94,2007-10-04 08:53:45,Clear,31,Car,No
10.88,77.14,2021-02-06 17:45:05,Clear,29,Bike,No
11.18,76.97,1990-06-11 22:57:54,Stormy,21,Bike,No
10.84,76.9,2000-08-07 22:31:26,Clear,35,Auto-rickshaw,No
11.17,77.08,1999-06-14 16:06:05,Clear,28,Car,No
11.08,76.83,1995-06-08 05:56:21,Stormy,55,Truck,No
10.87,76.98,2010-10-31 20:23:30,Rainy,70,Bus,No
10.91,77.17,2021-06-07 12:09:39,Clear,39,Auto-rickshaw,No
10.87,76.94,2016-09-17 08:37:28,Stormy,28,Bike,No
11.13,76.98,1992-06-30 11:21:24,Clear,43,Truck,No
10.9,76.94,2022-11-12 07:11:30,Rainy,63,Bike,No
11.08,76.9,2024-02-24 19:29:18,Stormy,60,Car,Yes
10.91,77.17,2018-09-15 22:12:22,Windy,18,Bus,No
11.12,76.85,1994-02-01 03:47:08,Clear,74,Bus,No
11.17,76.87,1997-04-03 11:32:44,Stormy,29,Bus,No
10.85,77.13,2019-06-18 13:40:39,Rainy,35,Auto-rickshaw,No
10.82,77.07,1990-06-11 22:57:54,Clear,29,Bus,Yes
10.81,77.16,2006-03-15 05:58:37,Clear,78,Bus,Yes
10.84,77.07,1999-06-06 22:35:18,Clear,67,Truck,Yes
10.94,77.01,2012-01-10 13:35:32,Stormy,18,Car,Yes
11.13,77.0,1998-04-01 19:24:39,Stormy,72,Bike,No
11.08,77.2,2000-09-12 05:13:44,Clear,74,Car,No
10.82,77.15,2012-01-11 23:04:43,Foggy,42,Car,Yes
11.13,76.89,2005-02-12 07:59:26,Clear,63,Bus,Yes
10.83,77.09,1999-08-13 22:50:59,Windy,28,Car,Yes
11.03,76.85,2021-01-15 06:21:18,Stormy,40,Truck,Yes
11.13,77.17,2014-01-07 23:46:26,Stormy,48,Car,Yes
11.02,76.95,2007-10-04 08:53:45,Rainy,42,Bus,Yes
11.0,77.18,2006-03-15 05:58:37,Rainy,74,Bike,Yes
11.06,76.82,2016-08-14 21:47:38,Clear,37,Bike,No
11.03,77.02,2000-12-10 01:00:09,Foggy,67,Truck,Yes
11.09,76.86,2000-08-20 05:14:22,Foggy,33,Bus,No
10.94,77.14,2011-02-26 03:20:48,Rainy,22,Car,No
11.13,76.83,1999-08-13 22:50:59,Rainy,64,Bus,No
10.9,77.15,2005-03-04 02:08:43,Rainy,36,Auto-rickshaw,No
11.12,77.08,2007-01-03 12:45:58,Stormy,46,Auto-rickshaw,No
11.03,76.88,2007-10-05 23:52:45,Foggy,72,Auto-rickshaw,No
11.03,77.2,2019-05-21 22:22:25,Rainy,20,Truck,No
10.95,77.06,2023-07-01 08:37:09,Clear,37,Truck,Yes
10.95,76.87,2015-08-12 15:15:47,Windy,65,Auto-rickshaw,Yes
11.17,76.97,1998-11-19 17:09:52,Clear,21,Bike,Yes
11.05,77.17,2022-03-06 18:41:59,Rainy,24,Bus,No
10.87,77.01,2015-09-24 11:44:37,Rainy,79,Bus,Yes
11.03,77.13,2019-06-18 13:40:39,Windy,47,Truck,No
10.82,77.15,1996-04-09 04:08:08,Stormy,78,Bus,Yes
11.17,76.86,1994-03-04 09:14:53,Clear,18,Bus,Yes
11.05,76.86,2021-05-20 01:08:13,Windy,69,Auto-rickshaw,No
11.0,77.07,2023-08-15 14:44:50,Stormy,62,Truck,No
11.05,77.13,2024-05-03 14:32:10,Stormy,62,Bike,No
11.02,77.14,2002-06-15 20:17:24,Foggy,29,Truck,No
11.03,77.01,1992-01-03 18:53:27,Rainy,18,Truck,No
11.12,77.0,2011-03-13 13:03:30,Rainy,27,Bus,Yes
11.08,77.08,2012-04-17 02:40:14,Foggy,64,Truck,No
11.16,77.09,2001-03-02 17:27:18,Clear,73,Bike,Yes
10.96,76.85,2009-04-10 02:51:49,Windy,48,Truck,Yes
11.13,77.09,2000-12-31 14:06:55,Stormy,36,Bike,No
10.95,76.91,2020-06-08 08:20:40,Windy,23,Auto-rickshaw,Yes
11.1,76.95,2023-08-09 11:06:20,Stormy,69,Bus,Yes
11.12,76.89,2016-09-27 00:43:14,Clear,66,Bus,Yes
11.0,76.81,2007-10-19 14:29:48,Clear,57,Truck,Yes
10.89,76.97,2014-11-27 06:51:47,Rainy,37,Truck,Yes
10.96,77.15,2008-10-23 13:47:27,Rainy,78,Truck,Yes
10.82,76.94,2024-02-05 12:14:04,Rainy,47,Bike,No
10.83,77.13,2000-08-06 05:51:57,Windy,38,Bus,Yes
11.1,77.0,1995-01-12 23:11:09,Rainy,37,Truck,No
11.04,77.06,2006-01-08 22:17:58,Stormy,68,Car,No
11.09,76.94,2018-03-20 12:25:39,Windy,29,Car,Yes
11.15,77.2,2017-12-22 13:35:23,Rainy,41,Truck,No
11.02,77.06,2022-02-16 12:12:28,Windy,29,Bike,No
10.8,76.86,1995-08-22 08:48:34,Windy,25,Bike,No
10.93,76.89,2013-09-11 22:14:40,Rainy,76,Bus,Yes
11.14,77.0,2018-05-07 23:57:04,Rainy,71,Truck,Yes
10.89,77.08,2020-02-13 13:12:27,Windy,21,Auto-rickshaw,No
11.1,76.83,2001-10-13 19:37:38,Stormy,61,Bike,Yes
10.94,77.04,2011-06-13 17:10:46,Stormy,65,Bike,No
10.84,77.03,2023-07-01 08:37:09,Rainy,29,Auto-rickshaw,Yes
11.14,76.98,2012-04-11 13:15:11,Clear,77,Bus,Yes
11.1,76.9,2016-07-25 03:03:03,Windy,26,Bike,Yes
10.9,76.85,2011-11-03 20:01:14,Rainy,19,Car,Yes
10.98,77.13,1996-10-12 07:17:04,Windy,22,Bike,Yes
11.06,77.13,2021-01-16 04:25:56,Clear,28,Car,No
10.85,76.99,1991-11-11 08:09:53,Windy,28,Auto-rickshaw,Yes
10.81,77.1,2002-11-28 23:05:36,Windy,39,Bike,No
11.02,76.9,1991-04-22 20:31:12,Stormy,35,Bus,Yes
10.8,77.15,1996-05-21 21:22:26,Windy,50,Bus,Yes
11.07,76.81,2001-07-26 12:03:59,Windy,42,Bike,No
10.97,77.2,1998-02-19 22:35:38,Rainy,38,Auto-rickshaw,No
10.97,77.01,1992-07-15 17:40:01,Rainy,50,Auto-rickshaw,No
10.86,77.14,2007-10-04 08:53:45,Windy,51,Car,Yes
11.06,77.09,2003-09-11 02:22:17,Foggy,68,Bike,No
10.81,76.82,1998-07-22 19:36:43,Foggy,74,Bike,No
10.96,76.82,2008-05-28 06:59:03,Clear,54,Auto-rickshaw,Yes
10.86,76.86,2011-12-28 06:48:28,Foggy,34,Bus,No
11.14,76.95,2013-06-15 22:52:02,Clear,41,Bike,No
11.07,77.0,2000-01-19 22:25:00,Clear,55,Car,Yes
10.98,76.82,1991-10-03 14:40:44,Rainy,65,Auto-rickshaw,No
10.82,77.02,2024-01-14 21:57:06,Stormy,23,Auto-rickshaw,No
10.92,77.12,1992-01-29 10:06:20,Rainy,36,Auto-rickshaw,No
11.01,77.13,2006-04-05 13:56:45,Foggy,45,Auto-rickshaw,Yes
11.0,77.04,2024-11-15 02:12:52,Windy,62,Auto-rickshaw,Yes
10.99,77.0,2005-02-15 23:29:50,Stormy,79,Bus,Yes
11.19,76.85,2010-12-26 06:15:02,Foggy,33,Auto-rickshaw,No
10.87,76.93,2006-05-24 05:25:34,Stormy,48,Auto-rickshaw,No
10.88,76.93,2008-08-31 00:57:18,Rainy,78,Auto-rickshaw,Yes
11.02,77.04,1990-10-21 00:48:27,Foggy,71,Auto-rickshaw,No
10.86,76.85,2023-09-09 08:16:27,Clear,46,Bike,No
11.12,76.86,1994-05-26 07:54:17,Foggy,36,Bike,No
11.07,76.98,2020-06-08 08:20:40,Windy,60,Truck,No
10.95,77.16,1995-01-13 22:31:37,Rainy,52,Car,No
10.96,77.0,1991-05-12 13:28:03,Rainy,66,Car,Yes
11.11,77.09,2011-12-28 06:48:28,Foggy,18,Bus,Yes
10.99,76.9,2020-05-31 11:40:57,Rainy,71,Truck,Yes
11.13,76.91,2002-10-03 08:49:05,Stormy,54,Auto-rickshaw,No
10.84,77.03,1992-10-17 18:51:28,Stormy,46,Bike,Yes
10.84,77.05,2006-02-23 15:43:15,Rainy,43,Bike,No
10.81,76.91,2015-09-24 11:44:37,Clear,39,Bike,No
10.99,77.15,2024-05-03 14:32:10,Foggy,64,Truck,Yes
10.81,76.87,2014-02-07 13:31:25,Windy,32,Bike,No
10.89,76.88,1998-04-01 19:24:39,Windy,55,Bike,No
11.12,77.01,2013-11-17 05:05:04,Clear,44,Bike,No
10.93,77.02,1992-11-25 13:01:05,Rainy,49,Car,Yes
11.05,77.04,2016-09-27 00:43:14,Clear,35,Bike,No
10.83,76.84,2005-02-02 14:11:46,Rainy,23,Car,No
10.92,76.88,1991-05-19 12:19:20,Foggy,53,Truck,Yes
10.91,76.98,2004-08-02 13:16:47,Clear,70,Auto-rickshaw,No
11.12,76.89,1994-04-03 22:36:47,Foggy,21,Bike,No
11.08,77.0,2010-09-27 13:04:00,Windy,43,Bus,No
11.15,76.96,2015-03-08 02:17:15,Rainy,76,Truck,Yes
10.96,77.08,2002-03-18 21:55:12,Windy,39,Truck,Yes
11.11,76.81,2002-09-07 10:32:38,Windy,52,Bus,No
11.08,77.2,2015-10-06 00:22:40,Windy,36,Bus,No
10.86,76.85,2010-11-06 04:56:17,Windy,76,Auto-rickshaw,Yes
11.2,76.95,2024-11-05 16:39:38,Windy,73,Auto-rickshaw,No
11.04,77.08,2012-12-01 13:10:32,Foggy,43,Bus,No
11.0,77.05,2004-10-02 18:24:48,Stormy,24,Truck,Yes
10.97,76.9,1993-07-29 00:41:37,Clear,41,Auto-rickshaw,No
11.04,76.93,2001-06-16 16:37:53,Foggy,52,Car,Yes
11.08,77.01,1994-07-16 16:26:31,Clear,32,Bus,No
11.14,77.02,2004-08-02 13:16:47,Clear,32,Bike,Yes
10.82,76.83,2001-01-03 10:49:04,Stormy,27,Auto-rickshaw,Yes
11.01,77.15,2001-05-08 09:39:04,Stormy,76,Car,No
11.04,76.95,2006-08-12 07:07:10,Windy,26,Bus,No
11.07,76.83,2014-04-07 02:14:05,Clear,30,Truck,No
11.05,77.06,1997-02-20 10:08:49,Windy,62,Auto-rickshaw,Yes
10.85,76.85,1997-07-02 16:18:09,Stormy,50,Car,No
10.89,77.15,2006-02-01 02:45:08,Stormy,40,Truck,No
10.9,76.93,2004-09-12 06:10:10,Foggy,72,Car,No
10.92,76.87,2015-04-20 13:02:58,Windy,20,Car,Yes
11.05,77.17,2016-04-24 09:53:06,Foggy,71,Bike,Yes
10.93,77.11,2024-05-03 14:32:10,Stormy,27,Truck,Yes
10.94,76.85,1999-12-18 17:21:21,Clear,53,Auto-rickshaw,No
11.12,77.07,2002-06-15 20:17:24,Stormy,65,Car,No
11.12,77.09,2008-09-29 08:33:04,Windy,27,Bike,Yes
10.83,76.92,1996-06-23 18:23:16,Stormy,59,Car,Yes
11.08,76.95,1990-04-06 20:58:40,Stormy,67,Bike,Yes
11.04,76.99,2007-01-19 17:11:55,Clear,73,Truck,Yes
11.12,77.02,1997-06-27 03:39:18,Clear,75,Car,Yes
11.13,76.88,2011-11-23 10:25:30,Clear,69,Truck,No
11.17,76.83,2002-09-01 12:35:47,Clear,75,Bus,Yes
11.13,76.92,2008-09-29 08:33:04,Clear,75,Auto-rickshaw,Yes
11.1,77.11,1992-06-30 11:21:24,Stormy,28,Car,Yes
10.96,77.17,1992-07-12 00:06:18,Stormy,55,Car,Yes
10.91,76.8,2021-01-16 04:25:56,Clear,26,Car,Yes
11.2,77.06,2013-11-22 00:05:34,Foggy,26,Car,No
10.87,77.17,2020-06-08 08:20:40,Foggy,56,Car,Yes
10.82,77.02,2004-08-02 13:16:47,Clear,23,Bike,No
10.88,76.84,1997-04-03 11:32:44,Rainy,31,Truck,Yes
11.2,77.07,2000-02-05 08:38:16,Foggy,36,Bus,No
10.93,77.15,2000-07-18 11:42:51,Clear,29,Truck,Yes
11.07,77.14,2010-04-11 01:37:06,Rainy,30,Truck,Yes
11.1,76.98,1990-08-18 03:17:42,Foggy,65,Bus,No
10.97,77.14,1994-04-02 08:19:14,Foggy,37,Bike,No
10.89,76.91,2013-02-01 09:10:59,Windy,25,Bike,Yes
11.16,76.97,2022-08-23 06:52:57,Stormy,62,Bike,No
11.19,77.09,2006-03-24 00:52:05,Rainy,18,Car,Yes
10.83,77.19,2005-02-02 14:11:46,Windy,50,Bus,No
10.83,77.0,2011-11-03 20:01:14,Stormy,63,Auto-rickshaw,Yes
11.12,77.08,1997-06-27 03:39:18,Rainy,59,Bike,Yes
11.05,76.88,1997-07-02 16:18:09,Stormy,37,Bike,Yes
11.19,76.94,2020-12-06 01:22:51,Foggy,21,Car,Yes
11.02,76.8,1994-03-04 09:14:53,Rainy,60,Bus,Yes
11.06,76.97,2010-11-20 11:40:39,Windy,45,Bus,No
11.19,77.03,2015-08-29 14:10:31,Windy,36,Bus,No
11.05,77.03,2024-10-15 23:16:18,Foggy,53,Car,No
11.0,76.93,2022-01-16 00:54:04,Windy,73,Truck,No
11.07,76.94,2022-11-12 07:11:30,Clear,43,Bus,Yes
